Multi-Task Training Started
====================================================================================================
Epoch  |    Batch     |  Train Loss  |   OC Loss    |   OD Loss    |   Val Loss   |    Val OC    |    Val OD    |  Best 
  20   |   190/281    |    0.0790    |    0.1102    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   200/281    |    0.0793    |    0.1108    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   210/281    |    0.0794    |    0.1110    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   220/281    |    0.0792    |    0.1106    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   230/281    |    0.0793    |    0.1107    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   240/281    |    0.0792    |    0.1107    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   250/281    |    0.0794    |    0.1110    |    0.0479    |     ---      |     ---      |     ---      |       
  20   |   260/281    |    0.0798    |    0.1116    |    0.0479    |     ---      |     ---      |     ---      |       
  20   |   270/281    |    0.0798    |    0.1117    |    0.0480    |     ---      |     ---      |     ---      |       
  20   |   280/281    |    0.0798    |    0.1116    |    0.0480    |     ---      |     ---      |     ---      |       
  20   |   Complete   |    0.0798    |    0.1117    |    0.0480    |    0.1087    |    0.1582    |    0.0593    |       
  21   |    10/281    |    0.0713    |    0.0970    |    0.0455    |     ---      |     ---      |     ---      |       
  21   |    20/281    |    0.0753    |    0.1031    |    0.0476    |     ---      |     ---      |     ---      |       
  21   |    30/281    |    0.0734    |    0.1004    |    0.0464    |     ---      |     ---      |     ---      |       
  21   |    40/281    |    0.0762    |    0.1060    |    0.0464    |     ---      |     ---      |     ---      |       
  21   |    50/281    |    0.0780    |    0.1085    |    0.0475    |     ---      |     ---      |     ---      |       
  21   |    60/281    |    0.0790    |    0.1100    |    0.0480    |     ---      |     ---      |     ---      |       
  21   |    70/281    |    0.0786    |    0.1094    |    0.0477    |     ---      |     ---      |     ---      |       
  21   |    80/281    |    0.0781    |    0.1086    |    0.0475    |     ---      |     ---      |     ---      |       
  21   |    90/281    |    0.0778    |    0.1081    |    0.0475    |     ---      |     ---      |     ---      |       
  21   |   100/281    |    0.0769    |    0.1066    |    0.0473    |     ---      |     ---      |     ---      |       
  21   |   110/281    |    0.0769    |    0.1066    |    0.0471    |     ---      |     ---      |     ---      |       
  21   |   120/281    |    0.0769    |    0.1068    |    0.0469    |     ---      |     ---      |     ---      |       
  21   |   130/281    |    0.0770    |    0.1069    |    0.0472    |     ---      |     ---      |     ---      |       
  21   |   140/281    |    0.0771    |    0.1070    |    0.0472    |     ---      |     ---      |     ---      |       
  21   |   150/281    |    0.0776    |    0.1077    |    0.0474    |     ---      |     ---      |     ---      |       
  21   |   160/281    |    0.0780    |    0.1085    |    0.0474    |     ---      |     ---      |     ---      |       
  21   |   170/281    |    0.0781    |    0.1089    |    0.0473    |     ---      |     ---      |     ---      |       
  21   |   180/281    |    0.0781    |    0.1089    |    0.0473    |     ---      |     ---      |     ---      |       
  21   |   190/281    |    0.0784    |    0.1098    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   200/281    |    0.0784    |    0.1099    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   210/281    |    0.0784    |    0.1098    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   220/281    |    0.0786    |    0.1101    |    0.0471    |     ---      |     ---      |     ---      |       
  21   |   230/281    |    0.0787    |    0.1102    |    0.0472    |     ---      |     ---      |     ---      |       
  21   |   240/281    |    0.0786    |    0.1101    |    0.0471    |     ---      |     ---      |     ---      |       
  21   |   250/281    |    0.0786    |    0.1101    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   260/281    |    0.0786    |    0.1101    |    0.0471    |     ---      |     ---      |     ---      |       
  21   |   270/281    |    0.0786    |    0.1101    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   280/281    |    0.0783    |    0.1097    |    0.0470    |     ---      |     ---      |     ---      |       
  21   |   Complete   |    0.0784    |    0.1098    |    0.0469    |    0.1044    |    0.1512    |    0.0575    |   *   
  22   |    10/281    |    0.0757    |    0.1041    |    0.0474    |     ---      |     ---      |     ---      |       
  22   |    20/281    |    0.0764    |    0.1054    |    0.0474    |     ---      |     ---      |     ---      |       
  22   |    30/281    |    0.0744    |    0.1021    |    0.0468    |     ---      |     ---      |     ---      |       
  22   |    40/281    |    0.0735    |    0.1008    |    0.0463    |     ---      |     ---      |     ---      |       
  22   |    50/281    |    0.0742    |    0.1023    |    0.0461    |     ---      |     ---      |     ---      |       
  22   |    60/281    |    0.0741    |    0.1022    |    0.0460    |     ---      |     ---      |     ---      |       
  22   |    70/281    |    0.0744    |    0.1027    |    0.0460    |     ---      |     ---      |     ---      |       
  22   |    80/281    |    0.0751    |    0.1046    |    0.0456    |     ---      |     ---      |     ---      |       
  22   |    90/281    |    0.0755    |    0.1054    |    0.0456    |     ---      |     ---      |     ---      |       
  22   |   100/281    |    0.0753    |    0.1054    |    0.0453    |     ---      |     ---      |     ---      |       
  22   |   110/281    |    0.0754    |    0.1053    |    0.0456    |     ---      |     ---      |     ---      |       
  22   |   120/281    |    0.0755    |    0.1052    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   130/281    |    0.0755    |    0.1052    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   140/281    |    0.0758    |    0.1059    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   150/281    |    0.0759    |    0.1061    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   160/281    |    0.0757    |    0.1056    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   170/281    |    0.0755    |    0.1052    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   180/281    |    0.0753    |    0.1049    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   190/281    |    0.0753    |    0.1047    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   200/281    |    0.0753    |    0.1047    |    0.0459    |     ---      |     ---      |     ---      |       
  22   |   210/281    |    0.0749    |    0.1038    |    0.0460    |     ---      |     ---      |     ---      |       
  22   |   220/281    |    0.0749    |    0.1036    |    0.0461    |     ---      |     ---      |     ---      |       
  22   |   230/281    |    0.0746    |    0.1031    |    0.0460    |     ---      |     ---      |     ---      |       
  22   |   240/281    |    0.0746    |    0.1032    |    0.0460    |     ---      |     ---      |     ---      |       
  22   |   250/281    |    0.0743    |    0.1028    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   260/281    |    0.0744    |    0.1031    |    0.0458    |     ---      |     ---      |     ---      |       
  22   |   270/281    |    0.0745    |    0.1033    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   280/281    |    0.0747    |    0.1037    |    0.0457    |     ---      |     ---      |     ---      |       
  22   |   Complete   |    0.0748    |    0.1038    |    0.0457    |    0.1075    |    0.1574    |    0.0575    |       
  23   |    10/281    |    0.0691    |    0.0935    |    0.0448    |     ---      |     ---      |     ---      |       
  23   |    20/281    |    0.0720    |    0.0979    |    0.0462    |     ---      |     ---      |     ---      |       
  23   |    30/281    |    0.0729    |    0.1002    |    0.0456    |     ---      |     ---      |     ---      |       
  23   |    40/281    |    0.0723    |    0.0999    |    0.0447    |     ---      |     ---      |     ---      |       
  23   |    50/281    |    0.0736    |    0.1024    |    0.0447    |     ---      |     ---      |     ---      |       
  23   |    60/281    |    0.0738    |    0.1028    |    0.0448    |     ---      |     ---      |     ---      |       
  23   |    70/281    |    0.0734    |    0.1018    |    0.0450    |     ---      |     ---      |     ---      |       
  23   |    80/281    |    0.0736    |    0.1021    |    0.0451    |     ---      |     ---      |     ---      |       
  23   |    90/281    |    0.0734    |    0.1020    |    0.0449    |     ---      |     ---      |     ---      |       
  23   |   100/281    |    0.0732    |    0.1018    |    0.0446    |     ---      |     ---      |     ---      |       
  23   |   110/281    |    0.0734    |    0.1023    |    0.0445    |     ---      |     ---      |     ---      |       
  23   |   120/281    |    0.0732    |    0.1021    |    0.0443    |     ---      |     ---      |     ---      |       
  23   |   130/281    |    0.0730    |    0.1018    |    0.0442    |     ---      |     ---      |     ---      |       
  23   |   140/281    |    0.0731    |    0.1018    |    0.0444    |     ---      |     ---      |     ---      |       
  23   |   150/281    |    0.0731    |    0.1017    |    0.0445    |     ---      |     ---      |     ---      |       
  23   |   160/281    |    0.0733    |    0.1019    |    0.0447    |     ---      |     ---      |     ---      |       
  23   |   170/281    |    0.0731    |    0.1013    |    0.0448    |     ---      |     ---      |     ---      |       
  23   |   180/281    |    0.0731    |    0.1013    |    0.0449    |     ---      |     ---      |     ---      |       
  23   |   190/281    |    0.0731    |    0.1010    |    0.0451    |     ---      |     ---      |     ---      |       
  23   |   200/281    |    0.0731    |    0.1012    |    0.0451    |     ---      |     ---      |     ---      |       
  23   |   210/281    |    0.0733    |    0.1016    |    0.0450    |     ---      |     ---      |     ---      |       
  23   |   220/281    |    0.0736    |    0.1022    |    0.0451    |     ---      |     ---      |     ---      |       
  23   |   230/281    |    0.0738    |    0.1024    |    0.0452    |     ---      |     ---      |     ---      |       
  23   |   240/281    |    0.0737    |    0.1022    |    0.0452    |     ---      |     ---      |     ---      |       
  23   |   250/281    |    0.0744    |    0.1034    |    0.0455    |     ---      |     ---      |     ---      |       
  23   |   260/281    |    0.0745    |    0.1036    |    0.0453    |     ---      |     ---      |     ---      |       
  23   |   270/281    |    0.0745    |    0.1038    |    0.0453    |     ---      |     ---      |     ---      |       
  23   |   280/281    |    0.0744    |    0.1036    |    0.0453    |     ---      |     ---      |     ---      |       
  23   |   Complete   |    0.0745    |    0.1037    |    0.0453    |    0.1057    |    0.1546    |    0.0567    |       
  24   |    10/281    |    0.0791    |    0.1099    |    0.0482    |     ---      |     ---      |     ---      |       
  24   |    20/281    |    0.0767    |    0.1079    |    0.0455    |     ---      |     ---      |     ---      |       
  24   |    30/281    |    0.0755    |    0.1051    |    0.0459    |     ---      |     ---      |     ---      |       
  24   |    40/281    |    0.0750    |    0.1045    |    0.0455    |     ---      |     ---      |     ---      |       
  24   |    50/281    |    0.0732    |    0.1017    |    0.0446    |     ---      |     ---      |     ---      |       
  24   |    60/281    |    0.0725    |    0.1005    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |    70/281    |    0.0724    |    0.1005    |    0.0443    |     ---      |     ---      |     ---      |       
  24   |    80/281    |    0.0728    |    0.1009    |    0.0447    |     ---      |     ---      |     ---      |       
  24   |    90/281    |    0.0732    |    0.1018    |    0.0447    |     ---      |     ---      |     ---      |       
  24   |   100/281    |    0.0722    |    0.0996    |    0.0447    |     ---      |     ---      |     ---      |       
  24   |   110/281    |    0.0721    |    0.0998    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   120/281    |    0.0729    |    0.1013    |    0.0445    |     ---      |     ---      |     ---      |       
  24   |   130/281    |    0.0728    |    0.1011    |    0.0445    |     ---      |     ---      |     ---      |       
  24   |   140/281    |    0.0728    |    0.1012    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   150/281    |    0.0730    |    0.1015    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   160/281    |    0.0731    |    0.1016    |    0.0446    |     ---      |     ---      |     ---      |       
  24   |   170/281    |    0.0728    |    0.1009    |    0.0446    |     ---      |     ---      |     ---      |       
  24   |   180/281    |    0.0726    |    0.1007    |    0.0446    |     ---      |     ---      |     ---      |       
  24   |   190/281    |    0.0729    |    0.1012    |    0.0447    |     ---      |     ---      |     ---      |       
  24   |   200/281    |    0.0726    |    0.1007    |    0.0445    |     ---      |     ---      |     ---      |       
  24   |   210/281    |    0.0726    |    0.1008    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   220/281    |    0.0726    |    0.1008    |    0.0443    |     ---      |     ---      |     ---      |       
  24   |   230/281    |    0.0724    |    0.1005    |    0.0443    |     ---      |     ---      |     ---      |       
  24   |   240/281    |    0.0724    |    0.1004    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   250/281    |    0.0724    |    0.1004    |    0.0443    |     ---      |     ---      |     ---      |       
  24   |   260/281    |    0.0726    |    0.1007    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   270/281    |    0.0725    |    0.1006    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   280/281    |    0.0724    |    0.1005    |    0.0444    |     ---      |     ---      |     ---      |       
  24   |   Complete   |    0.0724    |    0.1005    |    0.0443    |    0.1030    |    0.1491    |    0.0568    |   *   
  25   |    10/281    |    0.0678    |    0.0935    |    0.0420    |     ---      |     ---      |     ---      |       
  25   |    20/281    |    0.0702    |    0.0968    |    0.0435    |     ---      |     ---      |     ---      |       
  25   |    30/281    |    0.0691    |    0.0949    |    0.0434    |     ---      |     ---      |     ---      |       
  25   |    40/281    |    0.0699    |    0.0969    |    0.0430    |     ---      |     ---      |     ---      |       
  25   |    50/281    |    0.0710    |    0.0988    |    0.0433    |     ---      |     ---      |     ---      |       
  25   |    60/281    |    0.0712    |    0.0987    |    0.0436    |     ---      |     ---      |     ---      |       
  25   |    70/281    |    0.0704    |    0.0974    |    0.0434    |     ---      |     ---      |     ---      |       
  25   |    80/281    |    0.0701    |    0.0967    |    0.0435    |     ---      |     ---      |     ---      |       
  25   |    90/281    |    0.0697    |    0.0963    |    0.0432    |     ---      |     ---      |     ---      |       
  25   |   100/281    |    0.0698    |    0.0966    |    0.0430    |     ---      |     ---      |     ---      |       
  25   |   110/281    |    0.0694    |    0.0961    |    0.0428    |     ---      |     ---      |     ---      |       
  25   |   120/281    |    0.0688    |    0.0951    |    0.0426    |     ---      |     ---      |     ---      |       
  25   |   130/281    |    0.0688    |    0.0948    |    0.0428    |     ---      |     ---      |     ---      |       
  25   |   140/281    |    0.0688    |    0.0948    |    0.0428    |     ---      |     ---      |     ---      |       
  25   |   150/281    |    0.0687    |    0.0946    |    0.0427    |     ---      |     ---      |     ---      |       
  25   |   160/281    |    0.0688    |    0.0946    |    0.0429    |     ---      |     ---      |     ---      |       
  25   |   170/281    |    0.0687    |    0.0945    |    0.0428    |     ---      |     ---      |     ---      |       
  25   |   180/281    |    0.0686    |    0.0945    |    0.0427    |     ---      |     ---      |     ---      |       
  25   |   190/281    |    0.0685    |    0.0944    |    0.0426    |     ---      |     ---      |     ---      |       
  25   |   200/281    |    0.0685    |    0.0942    |    0.0428    |     ---      |     ---      |     ---      |       
  25   |   210/281    |    0.0687    |    0.0944    |    0.0429    |     ---      |     ---      |     ---      |       
  25   |   220/281    |    0.0688    |    0.0947    |    0.0430    |     ---      |     ---      |     ---      |       
  25   |   230/281    |    0.0689    |    0.0949    |    0.0430    |     ---      |     ---      |     ---      |       
  25   |   240/281    |    0.0690    |    0.0950    |    0.0431    |     ---      |     ---      |     ---      |       
  25   |   250/281    |    0.0691    |    0.0949    |    0.0432    |     ---      |     ---      |     ---      |       
  25   |   260/281    |    0.0691    |    0.0948    |    0.0434    |     ---      |     ---      |     ---      |       
  25   |   270/281    |    0.0693    |    0.0950    |    0.0435    |     ---      |     ---      |     ---      |       
  25   |   280/281    |    0.0694    |    0.0952    |    0.0435    |     ---      |     ---      |     ---      |       
  25   |   Complete   |    0.0694    |    0.0953    |    0.0435    |    0.1041    |    0.1516    |    0.0567    |       
  26   |    10/281    |    0.0692    |    0.0940    |    0.0444    |     ---      |     ---      |     ---      |       
  26   |    20/281    |    0.0675    |    0.0913    |    0.0438    |     ---      |     ---      |     ---      |       
  26   |    30/281    |    0.0688    |    0.0946    |    0.0431    |     ---      |     ---      |     ---      |       
  26   |    40/281    |    0.0691    |    0.0953    |    0.0429    |     ---      |     ---      |     ---      |       
  26   |    50/281    |    0.0687    |    0.0949    |    0.0425    |     ---      |     ---      |     ---      |       
  26   |    60/281    |    0.0700    |    0.0977    |    0.0422    |     ---      |     ---      |     ---      |       
  26   |    70/281    |    0.0695    |    0.0965    |    0.0425    |     ---      |     ---      |     ---      |       
  26   |    80/281    |    0.0693    |    0.0956    |    0.0429    |     ---      |     ---      |     ---      |       
  26   |    90/281    |    0.0696    |    0.0961    |    0.0432    |     ---      |     ---      |     ---      |       
  26   |   100/281    |    0.0696    |    0.0961    |    0.0432    |     ---      |     ---      |     ---      |       
  26   |   110/281    |    0.0699    |    0.0966    |    0.0432    |     ---      |     ---      |     ---      |       
  26   |   120/281    |    0.0703    |    0.0972    |    0.0435    |     ---      |     ---      |     ---      |       
  26   |   130/281    |    0.0700    |    0.0967    |    0.0432    |     ---      |     ---      |     ---      |       
  26   |   140/281    |    0.0704    |    0.0974    |    0.0434    |     ---      |     ---      |     ---      |       
  26   |   150/281    |    0.0705    |    0.0975    |    0.0434    |     ---      |     ---      |     ---      |       
  26   |   160/281    |    0.0703    |    0.0971    |    0.0435    |     ---      |     ---      |     ---      |       
  26   |   170/281    |    0.0704    |    0.0973    |    0.0435    |     ---      |     ---      |     ---      |       
  26   |   180/281    |    0.0703    |    0.0972    |    0.0434    |     ---      |     ---      |     ---      |       
  26   |   190/281    |    0.0699    |    0.0965    |    0.0433    |     ---      |     ---      |     ---      |       
