Multi-Task Training Started
====================================================================================================
Epoch  |    Batch     |  Train Loss  |   OC Loss    |   OD Loss    |   Val Loss   |    Val OC    |    Val OD    |  Best 
  10   |   210/281    |    0.1144    |    0.1609    |    0.0679    |     ---      |     ---      |     ---      |       
  10   |   220/281    |    0.1142    |    0.1605    |    0.0679    |     ---      |     ---      |     ---      |       
  10   |   230/281    |    0.1139    |    0.1602    |    0.0677    |     ---      |     ---      |     ---      |       
  10   |   240/281    |    0.1145    |    0.1611    |    0.0679    |     ---      |     ---      |     ---      |       
  10   |   250/281    |    0.1141    |    0.1602    |    0.0680    |     ---      |     ---      |     ---      |       
  10   |   260/281    |    0.1139    |    0.1598    |    0.0680    |     ---      |     ---      |     ---      |       
  10   |   270/281    |    0.1138    |    0.1597    |    0.0679    |     ---      |     ---      |     ---      |       
  10   |   280/281    |    0.1136    |    0.1594    |    0.0678    |     ---      |     ---      |     ---      |       
  10   |   Complete   |    0.1136    |    0.1594    |    0.0678    |    0.1196    |    0.1676    |    0.0717    |   *   
  11   |    10/281    |    0.1156    |    0.1630    |    0.0682    |     ---      |     ---      |     ---      |       
  11   |    20/281    |    0.1139    |    0.1622    |    0.0656    |     ---      |     ---      |     ---      |       
  11   |    30/281    |    0.1107    |    0.1563    |    0.0651    |     ---      |     ---      |     ---      |       
  11   |    40/281    |    0.1090    |    0.1524    |    0.0657    |     ---      |     ---      |     ---      |       
  11   |    50/281    |    0.1081    |    0.1504    |    0.0658    |     ---      |     ---      |     ---      |       
  11   |    60/281    |    0.1067    |    0.1477    |    0.0657    |     ---      |     ---      |     ---      |       
  11   |    70/281    |    0.1075    |    0.1490    |    0.0660    |     ---      |     ---      |     ---      |       
  11   |    80/281    |    0.1069    |    0.1469    |    0.0670    |     ---      |     ---      |     ---      |       
  11   |    90/281    |    0.1070    |    0.1476    |    0.0665    |     ---      |     ---      |     ---      |       
  11   |   100/281    |    0.1071    |    0.1477    |    0.0665    |     ---      |     ---      |     ---      |       
  11   |   110/281    |    0.1070    |    0.1479    |    0.0661    |     ---      |     ---      |     ---      |       
  11   |   120/281    |    0.1078    |    0.1496    |    0.0661    |     ---      |     ---      |     ---      |       
  11   |   130/281    |    0.1075    |    0.1491    |    0.0659    |     ---      |     ---      |     ---      |       
  11   |   140/281    |    0.1072    |    0.1491    |    0.0654    |     ---      |     ---      |     ---      |       
  11   |   150/281    |    0.1077    |    0.1499    |    0.0656    |     ---      |     ---      |     ---      |       
  11   |   160/281    |    0.1077    |    0.1499    |    0.0654    |     ---      |     ---      |     ---      |       
  11   |   170/281    |    0.1078    |    0.1504    |    0.0652    |     ---      |     ---      |     ---      |       
  11   |   180/281    |    0.1081    |    0.1510    |    0.0652    |     ---      |     ---      |     ---      |       
  11   |   190/281    |    0.1087    |    0.1521    |    0.0653    |     ---      |     ---      |     ---      |       
  11   |   200/281    |    0.1085    |    0.1516    |    0.0654    |     ---      |     ---      |     ---      |       
  11   |   210/281    |    0.1081    |    0.1511    |    0.0651    |     ---      |     ---      |     ---      |       
  11   |   220/281    |    0.1081    |    0.1511    |    0.0651    |     ---      |     ---      |     ---      |       
  11   |   230/281    |    0.1077    |    0.1505    |    0.0650    |     ---      |     ---      |     ---      |       
  11   |   240/281    |    0.1083    |    0.1517    |    0.0649    |     ---      |     ---      |     ---      |       
  11   |   250/281    |    0.1082    |    0.1517    |    0.0647    |     ---      |     ---      |     ---      |       
  11   |   260/281    |    0.1082    |    0.1518    |    0.0645    |     ---      |     ---      |     ---      |       
  11   |   270/281    |    0.1078    |    0.1513    |    0.0643    |     ---      |     ---      |     ---      |       
  11   |   280/281    |    0.1077    |    0.1512    |    0.0642    |     ---      |     ---      |     ---      |       
  11   |   Complete   |    0.1077    |    0.1511    |    0.0643    |    0.1167    |    0.1652    |    0.0682    |   *   
  12   |    10/281    |    0.1020    |    0.1432    |    0.0607    |     ---      |     ---      |     ---      |       
  12   |    20/281    |    0.1042    |    0.1464    |    0.0619    |     ---      |     ---      |     ---      |       
  12   |    30/281    |    0.1053    |    0.1490    |    0.0616    |     ---      |     ---      |     ---      |       
  12   |    40/281    |    0.1039    |    0.1459    |    0.0620    |     ---      |     ---      |     ---      |       
  12   |    50/281    |    0.1050    |    0.1475    |    0.0624    |     ---      |     ---      |     ---      |       
  12   |    60/281    |    0.1050    |    0.1484    |    0.0617    |     ---      |     ---      |     ---      |       
  12   |    70/281    |    0.1043    |    0.1468    |    0.0617    |     ---      |     ---      |     ---      |       
  12   |    80/281    |    0.1043    |    0.1468    |    0.0618    |     ---      |     ---      |     ---      |       
  12   |    90/281    |    0.1041    |    0.1463    |    0.0619    |     ---      |     ---      |     ---      |       
  12   |   100/281    |    0.1041    |    0.1463    |    0.0618    |     ---      |     ---      |     ---      |       
  12   |   110/281    |    0.1032    |    0.1449    |    0.0614    |     ---      |     ---      |     ---      |       
  12   |   120/281    |    0.1029    |    0.1446    |    0.0612    |     ---      |     ---      |     ---      |       
  12   |   130/281    |    0.1029    |    0.1445    |    0.0613    |     ---      |     ---      |     ---      |       
  12   |   140/281    |    0.1032    |    0.1450    |    0.0615    |     ---      |     ---      |     ---      |       
  12   |   150/281    |    0.1031    |    0.1451    |    0.0612    |     ---      |     ---      |     ---      |       
  12   |   160/281    |    0.1034    |    0.1457    |    0.0612    |     ---      |     ---      |     ---      |       
  12   |   170/281    |    0.1035    |    0.1454    |    0.0616    |     ---      |     ---      |     ---      |       
  12   |   180/281    |    0.1039    |    0.1463    |    0.0616    |     ---      |     ---      |     ---      |       
  12   |   190/281    |    0.1043    |    0.1471    |    0.0614    |     ---      |     ---      |     ---      |       
  12   |   200/281    |    0.1041    |    0.1471    |    0.0611    |     ---      |     ---      |     ---      |       
  12   |   210/281    |    0.1036    |    0.1462    |    0.0611    |     ---      |     ---      |     ---      |       
  12   |   220/281    |    0.1033    |    0.1456    |    0.0610    |     ---      |     ---      |     ---      |       
  12   |   230/281    |    0.1031    |    0.1455    |    0.0607    |     ---      |     ---      |     ---      |       
  12   |   240/281    |    0.1032    |    0.1458    |    0.0606    |     ---      |     ---      |     ---      |       
  12   |   250/281    |    0.1029    |    0.1454    |    0.0605    |     ---      |     ---      |     ---      |       
  12   |   260/281    |    0.1030    |    0.1455    |    0.0604    |     ---      |     ---      |     ---      |       
  12   |   270/281    |    0.1027    |    0.1449    |    0.0605    |     ---      |     ---      |     ---      |       
  12   |   280/281    |    0.1024    |    0.1444    |    0.0604    |     ---      |     ---      |     ---      |       
  12   |   Complete   |    0.1024    |    0.1444    |    0.0604    |    0.1145    |    0.1617    |    0.0674    |   *   
  13   |    10/281    |    0.0891    |    0.1200    |    0.0583    |     ---      |     ---      |     ---      |       
  13   |    20/281    |    0.0961    |    0.1345    |    0.0576    |     ---      |     ---      |     ---      |       
  13   |    30/281    |    0.0944    |    0.1304    |    0.0584    |     ---      |     ---      |     ---      |       
  13   |    40/281    |    0.0949    |    0.1318    |    0.0580    |     ---      |     ---      |     ---      |       
  13   |    50/281    |    0.0977    |    0.1367    |    0.0586    |     ---      |     ---      |     ---      |       
  13   |    60/281    |    0.0964    |    0.1351    |    0.0577    |     ---      |     ---      |     ---      |       
  13   |    70/281    |    0.0963    |    0.1354    |    0.0572    |     ---      |     ---      |     ---      |       
  13   |    80/281    |    0.0961    |    0.1350    |    0.0573    |     ---      |     ---      |     ---      |       
  13   |    90/281    |    0.0966    |    0.1357    |    0.0574    |     ---      |     ---      |     ---      |       
  13   |   100/281    |    0.0960    |    0.1349    |    0.0572    |     ---      |     ---      |     ---      |       
  13   |   110/281    |    0.0959    |    0.1343    |    0.0574    |     ---      |     ---      |     ---      |       
  13   |   120/281    |    0.0960    |    0.1343    |    0.0578    |     ---      |     ---      |     ---      |       
  13   |   130/281    |    0.0965    |    0.1348    |    0.0582    |     ---      |     ---      |     ---      |       
  13   |   140/281    |    0.0961    |    0.1340    |    0.0582    |     ---      |     ---      |     ---      |       
  13   |   150/281    |    0.0966    |    0.1346    |    0.0586    |     ---      |     ---      |     ---      |       
  13   |   160/281    |    0.0969    |    0.1348    |    0.0590    |     ---      |     ---      |     ---      |       
  13   |   170/281    |    0.0977    |    0.1363    |    0.0591    |     ---      |     ---      |     ---      |       
  13   |   180/281    |    0.0983    |    0.1365    |    0.0600    |     ---      |     ---      |     ---      |       
  13   |   190/281    |    0.0987    |    0.1374    |    0.0599    |     ---      |     ---      |     ---      |       
  13   |   200/281    |    0.0991    |    0.1383    |    0.0599    |     ---      |     ---      |     ---      |       
  13   |   210/281    |    0.0993    |    0.1388    |    0.0597    |     ---      |     ---      |     ---      |       
  13   |   220/281    |    0.0995    |    0.1392    |    0.0597    |     ---      |     ---      |     ---      |       
  13   |   230/281    |    0.0994    |    0.1392    |    0.0596    |     ---      |     ---      |     ---      |       
  13   |   240/281    |    0.0992    |    0.1390    |    0.0594    |     ---      |     ---      |     ---      |       
  13   |   250/281    |    0.0992    |    0.1388    |    0.0596    |     ---      |     ---      |     ---      |       
  13   |   260/281    |    0.0992    |    0.1388    |    0.0595    |     ---      |     ---      |     ---      |       
  13   |   270/281    |    0.0993    |    0.1393    |    0.0593    |     ---      |     ---      |     ---      |       
  13   |   280/281    |    0.0994    |    0.1394    |    0.0594    |     ---      |     ---      |     ---      |       
  13   |   Complete   |    0.0995    |    0.1396    |    0.0594    |    0.1156    |    0.1624    |    0.0687    |       
  14   |    10/281    |    0.0940    |    0.1272    |    0.0608    |     ---      |     ---      |     ---      |       
  14   |    20/281    |    0.0947    |    0.1309    |    0.0585    |     ---      |     ---      |     ---      |       
  14   |    30/281    |    0.0951    |    0.1303    |    0.0598    |     ---      |     ---      |     ---      |       
  14   |    40/281    |    0.0971    |    0.1343    |    0.0599    |     ---      |     ---      |     ---      |       
  14   |    50/281    |    0.0972    |    0.1357    |    0.0587    |     ---      |     ---      |     ---      |       
  14   |    60/281    |    0.0959    |    0.1336    |    0.0582    |     ---      |     ---      |     ---      |       
  14   |    70/281    |    0.0944    |    0.1311    |    0.0577    |     ---      |     ---      |     ---      |       
  14   |    80/281    |    0.0948    |    0.1315    |    0.0581    |     ---      |     ---      |     ---      |       
  14   |    90/281    |    0.0946    |    0.1315    |    0.0578    |     ---      |     ---      |     ---      |       
  14   |   100/281    |    0.0943    |    0.1310    |    0.0577    |     ---      |     ---      |     ---      |       
  14   |   110/281    |    0.0949    |    0.1323    |    0.0575    |     ---      |     ---      |     ---      |       
  14   |   120/281    |    0.0949    |    0.1321    |    0.0576    |     ---      |     ---      |     ---      |       
  14   |   130/281    |    0.0951    |    0.1323    |    0.0580    |     ---      |     ---      |     ---      |       
  14   |   140/281    |    0.0958    |    0.1337    |    0.0580    |     ---      |     ---      |     ---      |       
  14   |   150/281    |    0.0969    |    0.1350    |    0.0588    |     ---      |     ---      |     ---      |       
  14   |   160/281    |    0.0969    |    0.1352    |    0.0587    |     ---      |     ---      |     ---      |       
  14   |   170/281    |    0.0966    |    0.1346    |    0.0586    |     ---      |     ---      |     ---      |       
  14   |   180/281    |    0.0965    |    0.1345    |    0.0584    |     ---      |     ---      |     ---      |       
  14   |   190/281    |    0.0965    |    0.1345    |    0.0585    |     ---      |     ---      |     ---      |       
  14   |   200/281    |    0.0972    |    0.1359    |    0.0585    |     ---      |     ---      |     ---      |       
  14   |   210/281    |    0.0972    |    0.1361    |    0.0584    |     ---      |     ---      |     ---      |       
  14   |   220/281    |    0.0973    |    0.1364    |    0.0583    |     ---      |     ---      |     ---      |       
  14   |   230/281    |    0.0972    |    0.1362    |    0.0582    |     ---      |     ---      |     ---      |       
  14   |   240/281    |    0.0974    |    0.1366    |    0.0582    |     ---      |     ---      |     ---      |       
  14   |   250/281    |    0.0971    |    0.1362    |    0.0580    |     ---      |     ---      |     ---      |       
  14   |   260/281    |    0.0972    |    0.1365    |    0.0579    |     ---      |     ---      |     ---      |       
  14   |   270/281    |    0.0970    |    0.1362    |    0.0578    |     ---      |     ---      |     ---      |       
  14   |   280/281    |    0.0970    |    0.1363    |    0.0577    |     ---      |     ---      |     ---      |       
  14   |   Complete   |    0.0970    |    0.1364    |    0.0577    |    0.1104    |    0.1589    |    0.0619    |   *   
  15   |    10/281    |    0.0919    |    0.1266    |    0.0572    |     ---      |     ---      |     ---      |       
  15   |    20/281    |    0.0941    |    0.1332    |    0.0549    |     ---      |     ---      |     ---      |       
  15   |    30/281    |    0.0935    |    0.1323    |    0.0548    |     ---      |     ---      |     ---      |       
  15   |    40/281    |    0.0921    |    0.1298    |    0.0544    |     ---      |     ---      |     ---      |       
  15   |    50/281    |    0.0916    |    0.1291    |    0.0540    |     ---      |     ---      |     ---      |       
  15   |    60/281    |    0.0904    |    0.1271    |    0.0537    |     ---      |     ---      |     ---      |       
  15   |    70/281    |    0.0912    |    0.1292    |    0.0533    |     ---      |     ---      |     ---      |       
  15   |    80/281    |    0.0906    |    0.1282    |    0.0530    |     ---      |     ---      |     ---      |       
  15   |    90/281    |    0.0913    |    0.1294    |    0.0533    |     ---      |     ---      |     ---      |       
  15   |   100/281    |    0.0910    |    0.1286    |    0.0535    |     ---      |     ---      |     ---      |       
  15   |   110/281    |    0.0909    |    0.1277    |    0.0540    |     ---      |     ---      |     ---      |       
  15   |   120/281    |    0.0911    |    0.1281    |    0.0540    |     ---      |     ---      |     ---      |       
  15   |   130/281    |    0.0910    |    0.1282    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   140/281    |    0.0915    |    0.1291    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   150/281    |    0.0918    |    0.1296    |    0.0540    |     ---      |     ---      |     ---      |       
  15   |   160/281    |    0.0929    |    0.1317    |    0.0541    |     ---      |     ---      |     ---      |       
  15   |   170/281    |    0.0935    |    0.1329    |    0.0542    |     ---      |     ---      |     ---      |       
  15   |   180/281    |    0.0942    |    0.1342    |    0.0542    |     ---      |     ---      |     ---      |       
  15   |   190/281    |    0.0942    |    0.1343    |    0.0541    |     ---      |     ---      |     ---      |       
  15   |   200/281    |    0.0939    |    0.1338    |    0.0540    |     ---      |     ---      |     ---      |       
  15   |   210/281    |    0.0935    |    0.1331    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   220/281    |    0.0936    |    0.1334    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   230/281    |    0.0937    |    0.1335    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   240/281    |    0.0935    |    0.1330    |    0.0539    |     ---      |     ---      |     ---      |       
  15   |   250/281    |    0.0933    |    0.1329    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   260/281    |    0.0930    |    0.1324    |    0.0537    |     ---      |     ---      |     ---      |       
  15   |   270/281    |    0.0929    |    0.1318    |    0.0539    |     ---      |     ---      |     ---      |       
  15   |   280/281    |    0.0930    |    0.1321    |    0.0538    |     ---      |     ---      |     ---      |       
  15   |   Complete   |    0.0930    |    0.1322    |    0.0538    |    0.1086    |    0.1554    |    0.0617    |   *   
  16   |    10/281    |    0.0804    |    0.1111    |    0.0498    |     ---      |     ---      |     ---      |       
  16   |    20/281    |    0.0835    |    0.1159    |    0.0511    |     ---      |     ---      |     ---      |       
  16   |    30/281    |    0.0828    |    0.1140    |    0.0515    |     ---      |     ---      |     ---      |       
  16   |    40/281    |    0.0827    |    0.1146    |    0.0508    |     ---      |     ---      |     ---      |       
  16   |    50/281    |    0.0841    |    0.1171    |    0.0510    |     ---      |     ---      |     ---      |       
  16   |    60/281    |    0.0856    |    0.1197    |    0.0514    |     ---      |     ---      |     ---      |       
  16   |    70/281    |    0.0870    |    0.1223    |    0.0518    |     ---      |     ---      |     ---      |       
  16   |    80/281    |    0.0871    |    0.1228    |    0.0514    |     ---      |     ---      |     ---      |       
  16   |    90/281    |    0.0871    |    0.1223    |    0.0519    |     ---      |     ---      |     ---      |       
  16   |   100/281    |    0.0869    |    0.1222    |    0.0516    |     ---      |     ---      |     ---      |       
  16   |   110/281    |    0.0866    |    0.1216    |    0.0517    |     ---      |     ---      |     ---      |       
  16   |   120/281    |    0.0865    |    0.1211    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   130/281    |    0.0865    |    0.1210    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   140/281    |    0.0860    |    0.1201    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   150/281    |    0.0863    |    0.1205    |    0.0521    |     ---      |     ---      |     ---      |       
  16   |   160/281    |    0.0861    |    0.1205    |    0.0517    |     ---      |     ---      |     ---      |       
  16   |   170/281    |    0.0866    |    0.1214    |    0.0517    |     ---      |     ---      |     ---      |       
  16   |   180/281    |    0.0867    |    0.1214    |    0.0519    |     ---      |     ---      |     ---      |       
  16   |   190/281    |    0.0872    |    0.1226    |    0.0518    |     ---      |     ---      |     ---      |       
  16   |   200/281    |    0.0873    |    0.1227    |    0.0519    |     ---      |     ---      |     ---      |       
  16   |   210/281    |    0.0881    |    0.1242    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   220/281    |    0.0885    |    0.1250    |    0.0521    |     ---      |     ---      |     ---      |       
  16   |   230/281    |    0.0883    |    0.1246    |    0.0521    |     ---      |     ---      |     ---      |       
  16   |   240/281    |    0.0885    |    0.1250    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   250/281    |    0.0885    |    0.1252    |    0.0519    |     ---      |     ---      |     ---      |       
  16   |   260/281    |    0.0888    |    0.1257    |    0.0518    |     ---      |     ---      |     ---      |       
  16   |   270/281    |    0.0888    |    0.1257    |    0.0519    |     ---      |     ---      |     ---      |       
  16   |   280/281    |    0.0890    |    0.1261    |    0.0520    |     ---      |     ---      |     ---      |       
  16   |   Complete   |    0.0891    |    0.1262    |    0.0520    |    0.1087    |    0.1564    |    0.0611    |       
  17   |    10/281    |    0.0844    |    0.1180    |    0.0509    |     ---      |     ---      |     ---      |       
  17   |    20/281    |    0.0822    |    0.1151    |    0.0492    |     ---      |     ---      |     ---      |       
  17   |    30/281    |    0.0828    |    0.1154    |    0.0501    |     ---      |     ---      |     ---      |       
  17   |    40/281    |    0.0830    |    0.1162    |    0.0499    |     ---      |     ---      |     ---      |       
  17   |    50/281    |    0.0845    |    0.1189    |    0.0501    |     ---      |     ---      |     ---      |       
  17   |    60/281    |    0.0868    |    0.1227    |    0.0508    |     ---      |     ---      |     ---      |       
  17   |    70/281    |    0.0860    |    0.1217    |    0.0503    |     ---      |     ---      |     ---      |       
  17   |    80/281    |    0.0865    |    0.1221    |    0.0508    |     ---      |     ---      |     ---      |       
  17   |    90/281    |    0.0861    |    0.1214    |    0.0509    |     ---      |     ---      |     ---      |       
  17   |   100/281    |    0.0852    |    0.1197    |    0.0506    |     ---      |     ---      |     ---      |       
  17   |   110/281    |    0.0847    |    0.1189    |    0.0506    |     ---      |     ---      |     ---      |       
  17   |   120/281    |    0.0849    |    0.1187    |    0.0511    |     ---      |     ---      |     ---      |       
  17   |   130/281    |    0.0851    |    0.1192    |    0.0510    |     ---      |     ---      |     ---      |       
  17   |   140/281    |    0.0859    |    0.1206    |    0.0513    |     ---      |     ---      |     ---      |       
  17   |   150/281    |    0.0863    |    0.1213    |    0.0513    |     ---      |     ---      |     ---      |       
  17   |   160/281    |    0.0864    |    0.1215    |    0.0512    |     ---      |     ---      |     ---      |       
  17   |   170/281    |    0.0867    |    0.1220    |    0.0514    |     ---      |     ---      |     ---      |       
  17   |   180/281    |    0.0864    |    0.1215    |    0.0513    |     ---      |     ---      |     ---      |       
  17   |   190/281    |    0.0865    |    0.1216    |    0.0515    |     ---      |     ---      |     ---      |       
  17   |   200/281    |    0.0862    |    0.1209    |    0.0516    |     ---      |     ---      |     ---      |       
  17   |   210/281    |    0.0862    |    0.1209    |    0.0515    |     ---      |     ---      |     ---      |       
  17   |   220/281    |    0.0865    |    0.1215    |    0.0515    |     ---      |     ---      |     ---      |       
  17   |   230/281    |    0.0867    |    0.1218    |    0.0516    |     ---      |     ---      |     ---      |       
  17   |   240/281    |    0.0866    |    0.1218    |    0.0514    |     ---      |     ---      |     ---      |       
  17   |   250/281    |    0.0866    |    0.1219    |    0.0514    |     ---      |     ---      |     ---      |       
  17   |   260/281    |    0.0867    |    0.1221    |    0.0512    |     ---      |     ---      |     ---      |       
  17   |   270/281    |    0.0866    |    0.1221    |    0.0512    |     ---      |     ---      |     ---      |       
  17   |   280/281    |    0.0867    |    0.1221    |    0.0512    |     ---      |     ---      |     ---      |       
  17   |   Complete   |    0.0867    |    0.1221    |    0.0512    |    0.1069    |    0.1544    |    0.0593    |   *   
  18   |    10/281    |    0.0831    |    0.1194    |    0.0468    |     ---      |     ---      |     ---      |       
  18   |    20/281    |    0.0854    |    0.1219    |    0.0488    |     ---      |     ---      |     ---      |       
  18   |    30/281    |    0.0839    |    0.1180    |    0.0498    |     ---      |     ---      |     ---      |       
  18   |    40/281    |    0.0840    |    0.1174    |    0.0507    |     ---      |     ---      |     ---      |       
  18   |    50/281    |    0.0839    |    0.1173    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |    60/281    |    0.0840    |    0.1176    |    0.0504    |     ---      |     ---      |     ---      |       
  18   |    70/281    |    0.0843    |    0.1182    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |    80/281    |    0.0843    |    0.1179    |    0.0507    |     ---      |     ---      |     ---      |       
  18   |    90/281    |    0.0843    |    0.1179    |    0.0507    |     ---      |     ---      |     ---      |       
  18   |   100/281    |    0.0842    |    0.1178    |    0.0507    |     ---      |     ---      |     ---      |       
  18   |   110/281    |    0.0838    |    0.1170    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   120/281    |    0.0842    |    0.1180    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |   130/281    |    0.0845    |    0.1185    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |   140/281    |    0.0840    |    0.1174    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |   150/281    |    0.0838    |    0.1172    |    0.0503    |     ---      |     ---      |     ---      |       
  18   |   160/281    |    0.0832    |    0.1163    |    0.0502    |     ---      |     ---      |     ---      |       
  18   |   170/281    |    0.0836    |    0.1168    |    0.0504    |     ---      |     ---      |     ---      |       
  18   |   180/281    |    0.0842    |    0.1178    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   190/281    |    0.0843    |    0.1181    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |   200/281    |    0.0842    |    0.1179    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   210/281    |    0.0842    |    0.1177    |    0.0507    |     ---      |     ---      |     ---      |       
  18   |   220/281    |    0.0844    |    0.1182    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   230/281    |    0.0845    |    0.1185    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   240/281    |    0.0845    |    0.1184    |    0.0505    |     ---      |     ---      |     ---      |       
  18   |   250/281    |    0.0845    |    0.1183    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   260/281    |    0.0844    |    0.1183    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   270/281    |    0.0845    |    0.1184    |    0.0506    |     ---      |     ---      |     ---      |       
  18   |   280/281    |    0.0842    |    0.1181    |    0.0504    |     ---      |     ---      |     ---      |       
  18   |   Complete   |    0.0843    |    0.1181    |    0.0505    |    0.1051    |    0.1537    |    0.0566    |   *   
  19   |    10/281    |    0.0802    |    0.1134    |    0.0470    |     ---      |     ---      |     ---      |       
  19   |    20/281    |    0.0808    |    0.1151    |    0.0466    |     ---      |     ---      |     ---      |       
  19   |    30/281    |    0.0817    |    0.1167    |    0.0467    |     ---      |     ---      |     ---      |       
  19   |    40/281    |    0.0813    |    0.1157    |    0.0470    |     ---      |     ---      |     ---      |       
  19   |    50/281    |    0.0813    |    0.1151    |    0.0475    |     ---      |     ---      |     ---      |       
  19   |    60/281    |    0.0819    |    0.1156    |    0.0481    |     ---      |     ---      |     ---      |       
  19   |    70/281    |    0.0812    |    0.1144    |    0.0480    |     ---      |     ---      |     ---      |       
  19   |    80/281    |    0.0808    |    0.1131    |    0.0485    |     ---      |     ---      |     ---      |       
  19   |    90/281    |    0.0805    |    0.1122    |    0.0487    |     ---      |     ---      |     ---      |       
  19   |   100/281    |    0.0805    |    0.1125    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   110/281    |    0.0815    |    0.1142    |    0.0488    |     ---      |     ---      |     ---      |       
  19   |   120/281    |    0.0810    |    0.1135    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   130/281    |    0.0812    |    0.1137    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   140/281    |    0.0810    |    0.1134    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   150/281    |    0.0812    |    0.1136    |    0.0488    |     ---      |     ---      |     ---      |       
  19   |   160/281    |    0.0811    |    0.1134    |    0.0488    |     ---      |     ---      |     ---      |       
  19   |   170/281    |    0.0809    |    0.1133    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   180/281    |    0.0809    |    0.1134    |    0.0485    |     ---      |     ---      |     ---      |       
  19   |   190/281    |    0.0806    |    0.1128    |    0.0484    |     ---      |     ---      |     ---      |       
  19   |   200/281    |    0.0803    |    0.1122    |    0.0484    |     ---      |     ---      |     ---      |       
  19   |   210/281    |    0.0805    |    0.1125    |    0.0485    |     ---      |     ---      |     ---      |       
  19   |   220/281    |    0.0806    |    0.1127    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   230/281    |    0.0808    |    0.1131    |    0.0485    |     ---      |     ---      |     ---      |       
  19   |   240/281    |    0.0811    |    0.1136    |    0.0487    |     ---      |     ---      |     ---      |       
  19   |   250/281    |    0.0814    |    0.1141    |    0.0487    |     ---      |     ---      |     ---      |       
  19   |   260/281    |    0.0819    |    0.1150    |    0.0487    |     ---      |     ---      |     ---      |       
  19   |   270/281    |    0.0817    |    0.1150    |    0.0485    |     ---      |     ---      |     ---      |       
  19   |   280/281    |    0.0818    |    0.1150    |    0.0486    |     ---      |     ---      |     ---      |       
  19   |   Complete   |    0.0818    |    0.1150    |    0.0486    |    0.1170    |    0.1738    |    0.0603    |       
  20   |    10/281    |    0.0792    |    0.1127    |    0.0456    |     ---      |     ---      |     ---      |       
  20   |    20/281    |    0.0818    |    0.1162    |    0.0475    |     ---      |     ---      |     ---      |       
  20   |    30/281    |    0.0814    |    0.1156    |    0.0472    |     ---      |     ---      |     ---      |       
  20   |    40/281    |    0.0794    |    0.1124    |    0.0464    |     ---      |     ---      |     ---      |       
  20   |    50/281    |    0.0795    |    0.1118    |    0.0472    |     ---      |     ---      |     ---      |       
  20   |    60/281    |    0.0795    |    0.1114    |    0.0475    |     ---      |     ---      |     ---      |       
  20   |    70/281    |    0.0789    |    0.1102    |    0.0477    |     ---      |     ---      |     ---      |       
  20   |    80/281    |    0.0793    |    0.1111    |    0.0475    |     ---      |     ---      |     ---      |       
  20   |    90/281    |    0.0790    |    0.1106    |    0.0474    |     ---      |     ---      |     ---      |       
  20   |   100/281    |    0.0795    |    0.1114    |    0.0475    |     ---      |     ---      |     ---      |       
  20   |   110/281    |    0.0794    |    0.1110    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   120/281    |    0.0792    |    0.1106    |    0.0478    |     ---      |     ---      |     ---      |       
  20   |   130/281    |    0.0792    |    0.1106    |    0.0477    |     ---      |     ---      |     ---      |       
  20   |   140/281    |    0.0789    |    0.1102    |    0.0476    |     ---      |     ---      |     ---      |       
  20   |   150/281    |    0.0787    |    0.1098    |    0.0476    |     ---      |     ---      |     ---      |       
  20   |   160/281    |    0.0787    |    0.1094    |    0.0479    |     ---      |     ---      |     ---      |       
  20   |   170/281    |    0.0786    |    0.1091    |    0.0480    |     ---      |     ---      |     ---      |       
  20   |   180/281    |    0.0788    |    0.1097    |    0.0479    |     ---      |     ---      |     ---      |       
